Ship-to ID,Visit_Count,Purchase_Count
29060311,8,35
29060311,14,32
29060311,55,27
29060311,65,3
29060311,92,90
29060311,3,25
29060311,93,21
29060311,43,84
29060311,64,32
29060311,94,52
29060319,23,14
29060319,50,6
29060319,91,39
29060319,61,2
29060319,12,37
29060319,69,63
29060319,19,73
29060319,70,47
29060353,70,27
29060353,88,31
29060353,87,27
29060353,28,33
29060353,94,19
29060353,54,85
29060353,92,42
29060353,46,24
29060353,13,43
29060353,57,48
29060353,90,60
29060353,5,58
29060353,97,38
29060353,70,81
29060353,73,21
29060353,87,13
29060353,89,24
29060353,53,5
29060353,43,71
29060353,50,98
29060357,52,13
29060357,32,62
29060357,52,65
29060357,78,32
29060359,93,88
29060359,66,71
29060359,15,44
29060359,1,32
29060365,89,57
29060365,53,42
29060365,3,3
29060365,77,49
29060365,83,83
29060365,1,86
29060365,57,31
29060366,80,36
29060366,46,28
29060366,89,11
29060366,82,26
29060366,96,82
29060366,20,12
29060366,76,82
29060366,51,86
29060366,96,43
29060366,30,95
29060385,35,38
29060385,33,20
29060385,10,56
29060385,53,9
29060385,66,28
29060385,3,29
29060385,5,61
29060385,80,20
29060386,48,87
29060386,3,51
29060386,53,18
29060386,64,85
29060386,24,16
29060386,90,99
29060386,56,7
29060386,29,100
29060386,47,60
29060393,17,81
29060393,42,6
29060393,23,26
29060393,55,32
29060393,90,2
29060393,94,2
29060393,82,0
29060393,63,0
29060393,7,94
29060393,10,68
29060393,89,71
29060393,91,58
29060393,94,61
29060393,82,2
29060393,21,3
29060393,83,82
29060393,61,76
29060393,4,41
29060393,44,76
29060393,68,71
29060393,18,94
29060393,61,28
29060393,75,39
29060393,89,21
29060393,39,7
29060393,15,97
29060393,79,47
29060398,95,63
29060398,12,52
29060398,58,84
29060398,2,44
29060400,15,48
29060400,32,97
29060400,7,56
29060400,4,73
29060400,30,20
29060400,28,65
29060400,99,48
29060400,43,12
29060400,28,61
29060400,98,52
29060400,16,85
29060400,60,49
29060400,76,78
29060400,49,11
29060400,59,11
29060400,18,20
29060400,72,46
29060400,51,15
29060400,50,80
29060400,67,7
29060400,21,30
29060400,38,21
29060400,24,9
29060400,93,95
29060400,20,51
29060400,23,25
29060400,42,25
29060400,42,69
29060400,74,31
29060402,45,31
29060402,5,87
29060402,33,75
29060402,72,96
29060402,89,79
29060402,100,47
29060402,28,8
29060402,37,54
29060402,40,56
29060410,48,47
29060410,80,99
29060410,14,78
29060410,65,24
29060412,94,38
29060412,55,26
29060412,71,24
29060412,47,93
29060426,47,54
29060426,66,8
29060426,41,98
29060426,69,60
29060426,53,88
29060426,39,3
29060426,14,31
29060426,84,93
29060426,15,74
29060426,14,74
29060438,39,84
29060438,61,9
29060438,85,5
29060438,13,96
29060438,68,45
29060438,66,12
29060438,33,1
29060438,20,34
29060438,12,11
29060438,45,1
29060438,71,50
29060438,100,26
29060438,31,94
29060438,62,76
29060438,83,77
29060438,26,53
29060438,70,84
29060438,82,9
29060438,79,66
29060441,32,25
29060449,10,73
29060449,55,16
29060449,66,64
29060449,32,8
29060449,48,32
29060449,37,78
29060449,27,72
29060449,57,31
29060449,98,74
29060449,4,18
29060456,45,97
29060456,21,49
29060456,17,19
29060456,8,21
29060456,31,49
29060456,27,16
29060456,53,36
29060456,95,74
29060456,9,90
29060456,22,73
29060456,80,84
29060456,51,66
29060456,11,32
29060456,72,54
29060456,10,29
29060466,62,49
29060466,39,40
29060466,91,43
29060466,90,45
29060466,44,32
29060466,71,77
29060466,7,69
29060467,10,47
29060467,47,40
29060467,59,32
29060467,66,59
29060467,9,92
29060467,86,21
29060467,33,41
29060467,46,61
29060467,52,49
29060467,94,12
29060467,31,25
29060467,21,86
29060467,25,48
29060467,64,43
29060467,16,47
29060467,97,82
29060467,60,2
29060467,79,83
29060467,10,10
29060467,78,2
29060467,47,85
29060473,48,59
29060473,94,1
29060473,75,25
29060473,55,92
29060473,2,61
29060473,78,47
29060473,8,74
29060473,15,86
29060473,98,55
29060473,96,60
29060473,12,97
29060473,88,11
29060473,1,28
29060473,30,81
29060473,16,76
29060475,88,39
29060475,56,84
29060475,32,82
29060475,49,29
29060475,65,56
29060475,18,47
29060475,1,2
29060490,91,73
29060490,18,52
29060490,17,37
29060490,42,10
29060490,32,52
29060490,97,19
29060490,21,87
29060490,92,57
29060502,67,48
29060502,94,35
29060502,9,16
29060502,10,49
29060502,99,42
29060502,78,77
29060502,50,100
29060502,79,31
29060502,51,75
29060502,20,53
29060502,88,70
29060502,59,99
29060502,55,80
29060502,58,6
29060502,38,31
29060502,32,80
29060502,17,78
29060502,29,79
29060502,28,12
29060502,72,68
29060502,7,4
29060502,15,69
29060502,73,23
29060502,31,28
29060502,31,81
29060502,94,32
29060502,79,21
29060502,12,87
29060502,34,67
29060502,82,18
29060502,58,64
29060502,63,79
29060502,68,20
29060502,55,24
29060502,41,23
29060502,48,4
29060561,4,4
29060561,3,78
29060561,92,58
29060561,2,57
29060561,12,98
29060561,57,25
29060561,84,37
29060561,61,16
29060561,16,77
29060561,7,57
29060561,97,9
29060574,34,95
29060574,78,61
29060574,92,88
29060574,75,96
29060574,3,64
29060580,8,96
29060580,42,86
29060580,11,68
29060580,41,8
29060580,41,81
29060580,11,91
29060588,48,50
29060588,22,69
29060588,31,89
29060588,89,35
29060588,77,27
29060588,25,95
29060588,50,93
29060588,94,16
29060588,42,12
29060588,67,29
29060588,51,18
29060588,6,3
29060588,48,24
29060588,68,6
29060600,20,69
29060600,54,57
29060600,92,60
29060600,90,77
29060600,73,36
29060600,49,86
29060616,66,46
29060616,56,59
29060616,94,50
29060616,36,70
29060616,17,84
29060616,51,15
29060616,7,48
29060616,81,10
29060616,47,8
29060616,66,73
29060616,4,78
29060616,85,62
29060616,100,20
29060616,77,95
29060616,19,18
29060616,21,71
29060626,23,86
29060626,37,54
29060626,6,32
29060626,12,17
29060626,38,70
29060626,4,39
29060626,57,15
29060626,63,11
29060626,83,75
29060626,7,7
29060626,18,90
29060626,6,78
29060626,96,30
29060626,55,11
29060626,29,46
29060626,28,14
29060626,48,51
29060626,48,74
29060626,73,57
29060626,51,97
29060626,54,17
29060626,80,83
29060639,34,24
29060639,83,14
29060639,15,70
29060639,80,56
29060639,72,17
29060639,55,100
29060639,58,67
29060639,29,0
29060639,83,9
29060639,79,57
29060639,61,43
29060639,58,24
29060639,64,62
29060639,4,60
29060639,17,42
29060639,48,34
29060639,76,59
29060639,47,57
29060639,1,83
29060639,56,30
29060639,46,26
29060639,65,5
29060639,62,83
29060639,1,86
29060639,94,95
29060639,52,82
29060639,31,83
29060639,90,31
29060639,28,12
29060639,18,97
29060639,21,73
29060666,64,63
29060666,99,98
29060666,28,48
29060666,12,84
29060666,56,43
29060666,76,47
29060666,84,72
29060666,78,77
29060666,13,42
29060666,82,1
29060666,46,40
29060666,11,47
29060674,59,9
29060674,20,2
29060674,92,46
29060674,26,25
29060674,29,75
29060674,33,72
29060674,16,5
29060674,100,68
29060674,79,88
29060674,54,98
29060674,60,1
29060674,52,100
29060674,19,5
29060674,20,4
29060674,79,90
29060675,42,11
29060675,38,2
29060675,93,16
29060675,85,66
29060675,73,70
29060675,25,80
29060675,69,4
29060675,30,21
29060690,5,24
29060690,87,76
29060690,47,41
29060690,1,46
29060690,71,97
29060690,72,21
29060690,31,38
29060690,21,18
29060690,18,98
29060690,33,39
29060690,66,77
29060690,90,15
29060690,93,77
29060690,90,88
29060695,4,52
29060695,77,23
29060695,58,30
29060695,96,77
29060695,26,70
29060695,20,28
29060700,55,99
29060700,87,94
29060700,82,36
29060700,100,24
29060700,68,36
29060700,56,44
29060700,3,92
29060700,27,0
29060700,90,15
29060700,65,79
29060700,32,15
29060700,54,85
29060700,97,63
29060700,44,10
29060700,90,46
29060721,100,11
29060721,68,18
29060721,48,37
29060721,94,11
29060721,48,8
29060721,88,87
29060721,8,65
29060721,80,81
29060721,20,95
29060721,66,52
29060721,85,85
29060721,74,30
29060730,80,40
29060730,24,50
29060730,90,44
29060730,53,5
29060730,73,87
29060730,60,60
29060730,97,72
29060730,46,48
29060730,53,37
29060730,95,9
29060730,87,82
29060730,53,61
29060730,31,46
29060730,57,49
29060730,96,4
29060730,42,68
29060741,43,20
29060741,86,88
29060741,53,6
29060741,67,97
29060741,60,19
29060741,17,69
29060741,25,72
29060741,84,1
29060741,11,64
29060741,80,2
29060741,83,97
29060741,71,21
29060741,20,6
29060741,17,21
29060741,63,78
29060741,52,22
29060741,30,89
29060741,47,63
29060741,79,97
29060741,29,57
29060741,18,80
29060741,76,72
29060741,73,69
29060741,51,95
29060741,96,92
29060741,44,70
29060741,28,14
29060741,15,10
29060741,41,98
29060741,71,23
29060741,39,18
29060741,97,62
29060741,12,56
29060743,8,83
29060743,40,18
29060743,88,43
29060743,12,82
29060743,72,61
29060743,40,54
29060743,34,89
29060743,72,68
29060747,4,33
29060747,95,79
29060747,10,0
29060747,40,18
29060747,88,31
29060757,76,72
29060760,37,58
29060760,27,25
29060760,26,36
29060760,47,17
29060762,28,5
29060762,88,73
29060762,34,15
29060762,80,10
29060769,64,63
29060769,94,21
29060769,86,53
29060769,85,40
29060769,40,45
29060769,31,3
29060769,64,64
29060769,85,70
29060769,36,57
29060769,16,1
29060769,59,37
29060769,77,55
29060769,14,61
29060769,33,34
29060769,35,86
29060769,64,20
29060769,89,63
29060769,3,2
29060769,34,67
29060770,30,81
29060770,2,55
29060770,75,2
29060770,56,32
29060770,67,0
29060770,14,54
29060770,81,22
29060770,1,20
29060770,89,51
29060770,66,89
29060770,87,95
29060770,72,14
29060784,38,72
29060784,58,70
29060784,83,19
29060784,95,39
29060794,99,39
29060794,21,18
29060794,8,8
29060794,49,90
29060794,17,91
29060794,47,45
29060794,51,97
29060794,29,1
29060795,10,98
29060795,96,46
29060795,53,81
29060795,32,18
29060795,66,73
29060795,30,57
29060795,78,38
29060795,43,90
29060795,65,77
29060795,39,17
29060795,29,73
29060795,32,65
29060795,99,13
29060795,75,100
29060795,57,22
29060795,57,15
29060795,63,14
29060795,60,61
29060795,26,58
29060795,37,82
29060795,13,56
29060795,78,100
29060795,31,11
29060795,28,14
29060795,72,78
29060795,87,25
29060795,26,61
29060795,29,8
29060795,48,73
29060795,60,59
29060795,87,13
29060795,51,97
29060795,73,37
29060795,28,81
29060795,30,39
29060795,32,88
29060795,59,72
29060795,1,36
29060796,93,37
29060796,80,71
29060796,45,14
29060796,65,56
29060796,86,75
29060796,19,6
29060796,40,32
29060796,4,49
29060796,74,74
29060796,81,80
29060796,74,66
29060808,26,54
29060808,12,8
29060808,60,50
29060808,35,51
29060808,39,88
29060808,44,24
29060808,53,32
29060808,8,57
29060808,30,77
29060808,90,81
29060808,46,66
29060808,48,95
29060808,9,61
29060808,89,20
29060825,73,42
29060825,50,21
29060825,55,48
29060825,51,26
29060825,39,51
29060825,50,55
29060825,15,80
29060825,78,52
29060825,99,49
29060825,44,98
29060825,95,28
29060825,18,82
29060831,41,3
29060831,38,10
29060831,72,63
29060831,77,12
29060831,3,70
29060831,69,0
29060831,88,99
29060831,27,90
29060831,30,99
29060831,81,40
29060831,22,63
29060831,12,21
29060831,47,16
29060831,36,30
29060831,12,44
29060831,13,56
29060831,96,22
29060831,67,98
29060831,24,89
29060831,44,10
29060831,5,79
29060831,50,40
29060831,43,76
29060831,22,54
29060831,63,89
29060831,98,4
29060831,91,33
29060831,90,17
29060831,66,40
29060831,92,18
29060831,33,65
29060831,84,39
29060841,70,100
29060841,48,46
29060841,43,49
29060841,68,37
29060841,90,5
29060845,6,80
29060845,8,33
29060845,41,85
29060845,11,32
29060845,47,82
29060845,59,99
29060845,34,48
29060845,18,90
29060845,92,26
29060847,14,26
29060847,7,32
29060847,9,60
29060847,68,15
29060847,91,18
29060847,10,58
29060847,61,43
29060847,97,79
29060847,36,93
29060852,100,54
29060866,50,100
29060866,57,66
29060866,13,48
29060866,84,57
29060866,30,50
29060866,44,79
29060866,83,64
29060866,100,44
29060866,26,5
29060866,40,86
29060902,74,85
29060902,29,30
29060902,18,86
29060902,81,91
29060902,21,26
29060902,66,58
29060902,43,81
29060902,12,79
29060902,67,16
29060902,44,80
29060902,40,53
29060902,38,93
29060902,83,62
29060902,45,38
29060902,57,11
29060905,53,68
29060905,19,76
29060905,94,76
29060905,75,7
29060905,94,87
29060905,91,95
29060905,16,100
29060905,2,1
29060905,51,74
29060905,35,35
29060912,73,41
29060912,100,68
29060912,62,50
29060912,96,96
29060912,34,30
29060912,58,22
29060912,67,24
29060912,62,90
29060912,36,33
29060912,97,30
29060912,18,91
29060912,99,10
29060912,7,51
29060912,49,63
29060912,53,52
29060912,64,51
29060912,4,23
29060912,81,47
29060912,84,1
29060972,79,57
29060972,18,60
29060972,77,37
29060972,48,85
29060972,23,92
29060972,52,50
29060972,43,48
29060972,86,51
29060986,4,93
29060986,3,56
29060986,91,92
29060986,23,11
29060986,5,83
29060986,26,77
29060986,21,21
29060986,82,48
29060986,66,13
29060986,37,22
29060989,60,41
29060989,17,69
29060989,82,19
29060989,17,14
29060991,50,27
29060991,29,94
29060991,14,1
29060991,73,76
29060991,62,9
29060991,15,58
29060991,9,85
29061008,45,31
29061008,65,10
29061008,100,51
29061008,59,94
29061008,39,11
29061008,44,89
29061008,3,19
29061008,80,87
29061008,18,33
29061008,30,0
29061012,26,2
29061012,61,26
29061012,13,86
29061012,90,54
29061012,10,55
29061012,34,55
29061012,98,51
29061012,53,69
29061012,99,71
29061012,25,27
29061012,63,37
29061012,60,68
29061012,22,67
29061012,70,100
29061012,88,57
29061012,96,72
29061012,72,59
29061012,92,4
29061036,17,58
29061036,98,39
29061036,1,30
29061036,74,46
29061036,54,92
29061036,45,96
29061036,59,10
29061036,52,39
29061036,41,0
29061036,84,92
29061036,56,73
29061036,37,4
29061036,93,15
29061036,72,72
29061036,61,7
29061036,29,36
29061036,42,36
29061036,22,14
29061036,57,39
29061036,64,22
29061036,63,72
29061036,62,19
29061036,31,70
29061036,34,22
29061036,28,66
29061036,12,90
29061042,80,62
29061042,60,51
29061042,6,79
29061042,85,88
29061042,92,42
29061042,88,41
29061042,20,52
29061042,13,58
29061042,84,29
29061042,15,24
29061042,33,43
29061043,19,36
29061043,90,72
29061043,13,67
29061043,15,49
29061043,82,37
29061043,76,99
29061043,39,48
29061043,42,14
29061043,93,37
29061043,37,14
29061043,8,60
29061043,64,61
29061043,87,79
29061043,76,57
29061043,35,35
29061043,87,44
29061043,48,93
29061043,23,23
29061043,69,1
29061050,3,78
29061050,3,30
29061050,40,62
29061050,49,91
29061050,19,40
29061050,76,11
29061050,23,88
29061050,26,79
29061050,100,1
29061050,55,60
29061050,86,19
29061050,62,8
29061050,45,80
29061050,47,87
29061050,49,32
29061050,17,25
29061050,32,10
29061050,96,34
29061051,34,41
29061051,57,37
29061051,51,50
29061051,59,33
29061051,40,13
29061051,76,23
29061051,100,60
29061051,82,81
29061051,34,99
29061051,54,54
29061051,17,64
29061052,2,88
29061052,55,100
29061052,33,69
29061053,94,20
29061053,12,16
29061053,94,23
29061053,35,77
29061053,19,13
29061053,48,68
29061056,23,76
29061056,3,1
29061056,96,10
29061056,59,59
29061056,6,53
29061056,13,59
29061057,71,12
29061057,23,33
29061057,100,17
29061057,93,99
29061057,73,32
29061057,24,86
29061057,99,50
29061057,63,73
29061057,80,50
29061057,78,3
29061057,75,13
29061057,61,93
29061057,84,18
29061057,33,20
29061057,78,45
29061063,47,55
29061063,78,78
29061063,20,71
29061063,17,94
29061063,83,48
29061063,92,2
29061063,47,78
29061063,55,85
29061115,96,71
29061123,69,55
29061123,11,73
29061123,31,62
29061123,49,69
29061123,40,73
29061123,58,33
29061123,87,75
29061123,80,3
29061123,97,45
29061123,93,16
29061123,3,68
29061146,73,39
29061146,90,82
29061146,42,56
29061146,51,84
29061158,71,60
29061158,97,17
29061158,63,51
29061158,76,67
29061158,29,0
29061158,94,89
29061233,38,96
29061233,10,41
29061233,32,17
29061233,64,23
29061233,84,88
29061233,31,55
29061233,100,77
29061233,29,14
29061233,44,27
29061233,62,61
29061233,61,25
29061233,26,100
29061233,99,8
29061233,82,5
29061233,53,64
29061233,43,63
29061233,37,71
29061235,10,55
29061235,13,81
29061235,38,65
29061235,55,20
29061235,30,31
29061235,2,50
29061235,40,23
29061235,16,35
29061235,89,5
29061235,69,62
29061235,73,95
29061235,18,77
29061235,14,79
29061235,28,63
29061235,84,5
29061235,15,64
29061235,45,69
29061235,49,10
29061235,87,72
29061235,62,60
29061235,47,48
29061235,100,6
29061238,19,15
29061238,73,55
29061238,54,93
29061238,84,85
29061238,2,71
29061238,92,10
29061238,18,91
29061238,17,13
29061238,80,55
29061238,69,99
29061238,74,35
29061238,87,37
29061238,84,94
29061239,18,79
29061239,13,94
29061239,26,49
29061239,72,37
29061239,49,35
29061239,84,16
29061239,96,30
29061239,27,66
29061239,77,86
29061239,98,20
29061239,27,34
29061239,49,75
29061239,37,57
29061243,15,69
29061243,52,100
29061243,14,92
29061243,41,17
29061243,19,88
29061243,20,41
29061243,100,35
29061243,82,68
29061243,37,32
29061252,20,20
29061252,2,86
29061252,98,35
29061252,73,65
29061252,41,45
29061252,12,14
29061254,44,66
29061254,30,78
29061254,4,17
29061254,87,50
29061255,10,57
29061255,72,8
29061255,8,22
29061255,48,48
29061255,17,60
29061255,29,62
29061255,64,46
29061255,19,29
29061255,54,23
29061255,50,59
29061255,85,80
29061255,22,0
29061273,23,88
29061273,29,43
29061303,72,61
29061303,76,21
29061303,80,97
29061320,47,39
29061320,62,7
29061320,22,82
29061320,10,40
29061320,95,6
29061320,34,14
29061320,81,21
29061320,92,42
29061327,94,16
29061327,95,75
29061331,28,30
29061331,77,25
29061331,25,59
29061331,3,46
29061331,95,74
29061331,4,97
29061331,96,74
29061331,92,55
29061331,32,47
29061331,37,34
29061331,70,34
29061331,92,91
29061331,58,3
29061331,13,62
29061331,78,17
29061331,20,15
29061331,36,74
29061331,16,85
29061331,62,77
29061331,3,68
29061331,51,51
29061331,7,75
29061331,96,39
29061339,50,78
29061339,6,38
29061339,72,19
29061339,34,2
29061339,40,89
29061339,73,58
29061339,8,18
29061339,60,2
29061339,88,30
29061339,6,52
29061339,37,80
29061342,70,21
29061342,38,94
29061342,28,79
29061342,8,32
29061342,56,25
29061342,2,33
29061342,45,69
29061342,45,84
29061342,21,9
29061342,20,81
29061342,5,70
29061342,35,6
29061342,68,93
29061348,59,73
29061348,4,98
29061348,89,100
29061348,56,29
29061348,81,71
29061348,1,51
29061348,81,45
29061348,33,4
29061348,17,73
29061348,26,52
29061348,76,56
29061348,9,26
29061350,80,50
29061350,40,17
29061350,2,90
29061350,81,38
29061350,57,95
29061350,62,56
29061350,41,26
29061350,45,54
29061350,52,80
29061350,60,98
29061352,67,99
29061352,90,99
29061352,16,8
29061352,36,64
29061352,6,16
29061352,14,84
29061352,98,60
29061352,62,94
29061352,43,27
29061352,9,5
29061352,25,53
29061352,82,57
29061352,45,55
29061352,52,84
29061352,71,47
29061353,49,77
29061353,92,48
29061353,5,19
29061353,11,31
29061353,29,19
29061353,89,97
29061353,76,23
29061353,16,84
29061353,72,67
29061353,70,29
29061353,6,94
29061353,4,5
29061353,3,54
29061353,43,77
29061353,52,62
29061353,39,22
29061388,37,39
29061388,79,67
29061388,47,33
29061388,62,28
29061388,58,64
29061388,92,57
29061388,83,41
29061388,60,31
29061388,28,85
29061388,22,34
29061388,4,14
29061388,89,72
29061388,51,10
29061388,40,42
29061388,55,24
29061388,71,44
29061388,2,88
29061388,54,92
29061388,65,95
29061388,12,6
29061388,32,66
29061388,51,66
29061388,63,25
29061388,21,27
29061388,49,47
29061388,87,35
29061388,65,17
29061388,22,34
29061612,94,23
29061612,79,44
29061612,66,5
29061612,38,50
29061612,79,11
29061612,81,71
29061612,9,51
29061612,38,86
29061612,67,36
29061612,34,27
29061612,17,88
29061612,38,58
29061612,40,61
29061612,59,68
29061612,96,58
29061612,59,51
29061612,52,72
29061612,12,2
29061612,17,83
29061612,70,18
29061617,19,57
29061617,91,71
29061617,69,35
29061617,77,20
29061617,46,52
29061617,39,88
29061617,63,51
29061617,67,88
29061617,41,45
29061627,64,24
29061627,11,21
29061627,35,73
29061627,39,37
29061627,51,5
29061627,80,43
29061627,41,43
29061627,74,32
29061627,82,30
29061627,77,50
29061627,18,61
29061627,77,68
29061627,84,17
29061627,94,89
29061627,95,32
29061627,20,30
29061627,30,90
29061627,92,22
29061693,67,58
29061732,90,63
29061732,2,11
29061732,24,24
29061732,98,74
29061732,69,48
29061732,72,85
29061732,39,31
29061732,94,68
29061732,48,67
29061732,53,97
29061732,63,100
29061732,10,46
29061732,53,97
29061735,34,23
29061735,64,33
29061735,66,39
29061735,19,21
29061735,88,38
29061735,38,93
29061735,35,50
29061735,76,82
29061766,70,0
29061766,33,22
29061766,26,17
29061766,74,88
29061766,69,64
29061766,96,65
29061766,39,85
29061769,68,5
29061769,22,58
29061769,10,89
29061769,36,9
29061769,28,26
29061769,39,46
29061769,26,81
29061769,47,35
29061769,21,81
29061769,72,2
29061769,5,97
29061769,18,18
29061769,42,7
29061772,25,10
29061781,33,87
29061781,36,98
29061781,71,28
29061781,59,94
29061781,9,98
29061781,87,72
29061781,70,80
29061781,43,76
29061781,47,83
29061781,51,6
29061781,19,66
29061781,58,63
29061781,18,73
29061781,25,21
29061781,69,30
29061781,67,81
29061781,28,12
29061781,85,43
29061781,61,51
29061781,78,92
29061781,42,78
29061781,77,50
29061781,57,20
29061781,8,87
29061781,75,8
29061781,72,22
29061781,4,67
29061781,47,31
29061791,10,54
29061791,83,30
29061791,78,90
29061791,24,26
29061791,15,73
29061791,80,20
29061791,42,68
29061791,7,3
29061791,97,72
29061791,10,25
29061791,54,70
29061794,6,87
29061794,12,57
29061794,42,89
29061794,82,57
29061794,49,52
29061794,5,41
29061794,28,27
29061794,24,64
29061794,61,49
29061794,4,6
29061794,70,53
29061794,93,40
29061803,69,10
29061803,47,37
29061803,56,14
29061803,53,3
29061803,21,43
29061803,85,84
29061803,73,74
29061803,43,48
29061803,21,57
29061803,36,66
29061803,89,78
29061803,72,41
29061803,21,91
29061803,71,48
29061803,60,78
29061821,56,45
29061821,23,63
29061821,89,45
29061821,29,42
29061821,47,72
29061821,96,13
29061821,29,40
29061821,89,84
29061821,25,78
29061821,36,33
29061821,82,76
29061821,42,19
29061844,61,77
29061844,46,61
29061844,27,73
29061844,11,78
29061844,40,32
29061844,68,49
29061844,80,58
29061844,71,64
29061844,19,31
29061844,21,99
29061844,100,56
29061844,97,78
29061844,42,47
29061846,78,93
29061846,20,71
29061846,58,3
29061846,7,10
29061846,23,60
29061846,80,54
29061846,6,90
29061846,67,86
29061846,79,83
29061853,27,56
29061883,91,68
29061883,96,98
29061883,86,2
29061883,48,69
29061883,1,93
29061883,3,96
29061883,61,4
29061883,63,77
29061883,98,91
29061883,13,67
29061883,59,60
29061883,41,63
29061883,62,33
29061883,30,64
29061883,15,43
29061883,38,72
29061883,38,18
29061883,43,99
29061883,8,17
29061883,20,59
29061883,96,91
29061883,60,0
29061883,73,75
29061889,79,87
29061889,92,78
29061889,69,58
29061889,71,22
29061889,11,59
29061889,28,53
29061889,16,63
29061889,37,100
29061889,50,61
29061889,92,58
29061889,42,60
29061889,56,20
29061889,3,6
29061889,11,0
29061889,23,87
29061911,15,14
29061911,77,9
29061911,98,17
29061911,47,35
29061911,32,42
29061911,70,76
29061911,83,62
29061911,22,87
29061911,17,27
29061911,14,5
29061911,95,23
29061911,41,13
29061911,70,8
29061911,91,60
29061911,82,9
29061911,95,20
29061911,79,20
29061911,54,22
29061911,28,66
29061911,27,60
29061911,80,9
29061911,41,42
29061930,78,74
29061930,24,5
29061930,37,91
29061930,3,17
29061930,13,98
29061930,20,40
29061930,39,48
29061930,70,17
29061930,6,92
29061930,94,81
29061930,46,48
29061930,69,3
29061930,97,36
29061930,9,22
29061930,32,69
29061930,95,99
29061930,41,97
29061930,28,57
29061930,47,62
29061930,18,63
29061930,43,0
29061930,85,89
29061930,20,37
29061935,17,70
29061935,4,64
29061935,51,90
29061935,14,77
29061935,82,70
29061935,67,87
29061935,33,6
29061935,41,63
29061935,89,47
29061935,24,95
29061935,76,80
29061935,20,86
29061935,38,74
29061935,75,42
29061935,64,40
29061935,65,17
29061935,91,45
29061935,94,41
29061935,59,94
29061935,85,35
29061935,99,10
29061935,55,55
29061935,49,73
29061935,35,54
29061935,76,49
29061935,73,92
29061935,17,71
29061935,57,11
29061935,8,40
29061935,41,1
29061935,75,18
29061935,86,17
29061935,47,12
29061935,27,93
29061937,28,43
29061937,20,97
29061937,40,67
29061937,7,75
29061937,6,28
29061937,20,87
29061937,33,72
29061937,25,22
29061937,3,48
29061937,46,40
29061937,85,45
29061937,89,61
29061937,92,7
29061937,82,85
29061937,73,62
29061937,77,96
29061939,15,99
29061939,19,69
29061939,72,53
29061939,89,69
29061939,51,43
29061939,100,49
29061939,85,13
29061939,41,68
29061939,13,96
29061939,99,84
29061939,5,11
29061939,84,62
29061939,30,34
29061939,74,59
29061939,43,22
29061939,2,19
29061939,51,67
29061939,19,80
29061939,96,83
29061939,41,46
29061984,26,50
29061984,26,11
29061984,7,41
29061984,38,86
29061984,4,43
29061984,61,18
29061984,54,28
29061984,81,7
29061984,58,31
29061984,39,97
29061984,22,91
29061997,72,35
29061997,63,66
29061997,93,91
29061997,12,86
29061997,97,6
29061997,74,62
29062003,7,90
29062003,77,0
29062003,73,95
29062003,15,35
29062003,92,42
29062003,19,31
29062003,83,68
29062003,33,25
29062003,43,71
29062003,92,49
29062003,34,73
29062022,48,3
29062022,95,68
29062022,47,68
29062022,27,59
29062022,21,72
29062022,1,46
29062022,62,25
29062022,68,83
29062022,74,13
29062022,74,82
29062022,22,80
29062022,89,52
29062022,70,39
29062022,49,29
29062022,46,28
29062022,18,95
29062041,65,65
29062041,25,64
29062041,84,78
29062041,53,23
29062041,100,1
29062041,65,44
29062041,75,54
29062041,78,29
29062041,8,1
29062041,89,15
29062041,100,45
29062041,50,57
29062041,36,81
29062045,15,49
29062045,56,35
29062045,24,93
29062045,27,45
29062045,41,24
29062045,87,25
29062045,51,92
29062045,63,62
29062045,81,65
29062045,77,70
29062045,47,41
29062045,84,4
29062045,66,17
29062045,76,86
29062045,29,73
29062045,21,40
29062053,13,80
29062053,11,50
29062053,32,72
29062053,34,35
29062053,99,20
29062053,96,18
29062053,60,94
29062053,74,31
29062053,40,61
29062053,84,76
29062053,52,58
29062053,3,31
29062059,27,20
29062059,6,44
29062059,7,62
29062059,50,51
29062059,67,63
29062059,84,55
29062059,3,3
29062059,85,45
29062059,57,27
29062059,29,33
29062059,83,26
29062059,81,29
29062070,24,60
29062070,87,32
29062070,46,70
29062070,81,79
29062070,11,83
29062070,78,47
29062070,80,92
29062070,69,31
29062070,49,87
29062070,5,4
29062070,47,3
29062070,6,95
29062088,55,64
29062088,94,70
29062088,28,40
29062088,60,72
29062088,40,52
29062088,54,52
29062088,40,22
29062088,98,66
29062088,24,67
29062088,13,21
29062109,38,0
29062109,20,41
29062109,18,13
29062109,8,66
29062109,33,73
29062109,1,3
29062109,97,49
29062109,70,15
29062109,95,4
29062109,40,47
29062109,77,92
29062109,93,32
29062109,19,93
29062109,39,43
29062109,68,67
29062109,24,7
29062125,59,3
29062125,6,1
29062125,29,78
29062125,3,21
29062125,59,97
29062125,68,24
29062125,60,20
29062125,97,45
29062125,50,75
29062125,11,93
29062125,51,37
29062125,93,17
29062125,9,57
29062126,86,52
29062126,41,40
29062126,92,58
29062126,60,46
29062126,15,61
29062126,15,13
29062126,14,36
29062126,96,57
29062126,63,24
29062126,55,38
29062126,45,15
29062126,72,52
29062126,93,23
29062126,48,59
29062126,65,86
29062126,11,59
